convoid,person,dialogue
42,Prospect,"Okay. Yeah, sounds good."
42,SDR,"Alright Eric, well I really appreciate your time, and it seems like you would probably be hesitant to consider it further because your system is set up in a way that may not allow for the flexibility with the groups to order directly from us, but if the pricing is compelling enough, you can let me know and we can go from there."
42,Prospect,"Okay, sounds good."
42,SDR,"Thank you, Eric. Bye."
42,Prospect,"Yeah, thank you."
43,Prospect,This is Melissa.
43,SDR,Hey Melissa! This is Trent from D and D wholesale supply. How are you?
43,Prospect,I'm good.
43,SDR,"That's great to hear. The reason I was giving you a call, Melissa is I noticed that you were a director over at your company, and I was curious if you oversee the purchasing of the prescription containers, so the vials, the bottles, other items like that?"
43,Prospect,"Um.. so I'm actually on the long-term care side, so you'll want someone in the retail side.. um for that stuff, um.. and I would call the corporate office. Ryan and Chelsea are the directors over.. the retail side."
43,SDR,"Ryan and Chelsea. I appreciate it. Yeah.. I'll definitely call the corporate office and ask to speak with Ryan and Chelsea. Um.. we work with Pharmerica today and.. and they're also long-term care and they have a pharmacy within their Long-Term Care Division; is that.. is your Pharmacy within the retail side, it sounds like?"
43,Prospect,"Um.. Well our pharmacies.. um.. I mean, we have five or three long-term care pharmacies and then like.. 30 retail pharmacies in our company, so we have both."
43,SDR,"Okay, well, we're a manufacturer and distributor of prescription containers, so we've been doing it the last 18 years; all we do is the vials, bottles, and some other niche container plastics like that. We do the vials for PharMerica today, um.. we used to do it for Omnicare before they became part of CVS. So we believe, we can offer customers incredibly competitive pricing, uh while also high quality, like we could put your logo on the caps, for example, among other value add solutions. Would you be overseeing that for the long-term care pharmacies, the purchasing, because I.. I'd love to get you some pricing just so you can compare it to what you're paying today to see if there might be savings."
43,Prospect,"Yeah, and I'm going to be really honest. My last day is the 19th and that would have been me.. um.. so I think probably best is you call the corporate office and ask for Ryan or Chelsea and then they can kind of direct where that needs to go."
43,SDR,"Sure, well congratulations on the last day of the 19th.. uh.. that's exciting. Hopefully you can enjoy some time this summer and wishing you all the best in the next chapter."
43,Prospect,"Yeah, thank you. I appreciate that."
44,Prospect,"Hello, this is Tom."
44,SDR,Hey Tom. This is Michael with Vouris. How you doing today?
44,Prospect,"I’m doing well. Michael, with who?"
44,SDR,"With Vouris. I know I'm calling you out of the blue here, do you have 30 seconds for me to explain why I’m calling you?"
44,Prospect,About 30 seconds. I'm just in the middle of lunch and need to get some things done.
44,SDR,"Sounds good. So we actually talked about two months ago, but at a high level, we help early-stage companies build, scale, and optimize their outbound sales efforts. We typically work with companies that are either starting to build an inside sales team or their current team isn't producing the results they're looking for. When we first talked, you said this wouldn't be relevant now, maybe sometime in the future. Just curious, where you stand if either of these are resonating with you a little more now."
44,Prospect,"Yeah, no, we're in good shape right now. Um.. we've got a lot of things on the table, so I.. I don't think it's appropriate at this point."
44,SDR,Sounds good. Do you think it'll become more relevant in the future? Uh.. your plans with an inside sales team? You mind divulging a little there?
44,Prospect,"Yeah, I mean.. likely, we'll add some people, on our team, but we're probably not gonna outsource the hiring of that, or doing of that."
44,SDR,"Okay, So we do have a model which is - it's our sales team growth model. So if you have a revenue target that you want to see your sales org hit, and then like, we can use like either your current amount of reps or, if you want to hire reps, we can figure out, how many reps you need need to hire, what their activities should be to hit that target. Is that something that would interest you?"
44,Prospect,"No. I’m.. I’m pretty good at math. So um.. so yeah, I mean, you know that.. that part of it's pretty.. pretty straightforward. But you know, I think you sent me, if I'm not mistaken, you may have sent me an email with some info."
44,SDR,You’re spot on.
44,Prospect,"Yeah. So, um.. down the road, you know, always as I think I probably told you, always feel free to call me. I usually answer my phone. Um.. email's probably better in this case, just so I can take a look. I'm pretty good about responding without deleting. Just remind me that we've talked and I’ll be more generous with not deleting it. Um.. but yeah, feel free to check-in in six months, eight months and see where we are."
44,SDR,"Yeah, sounds good. You'll be.. you'll be on my own little private newsletter here."
44,Prospect,Haha… there you go.
45,Prospect,"Hello, this is James with Tovuti LMS. How may I help you?"
45,SDR,"Hey, James, it's Jacob from ServiceBell. How's it going, man?"
45,Prospect,Good. How are you doing?
45,SDR,"Pretty good. I'm cold calling you, but I figured you'd be open to it because you're an SDR manager and you're from Idaho, which I thought, you know.. people over there are kind of nice and friendly.. so figured, I'd give you a ring."
45,Prospect,"How can I help you, man?"
45,SDR,"Yeah, the reason I'm calling you is I sell a tool that lets you know when a customer is, let's say, on your pricing page or wants to talk to you, and then you can jump into a live video qualification call with them on the website, at the perfect time, instead of having to follow up over email or call or whatever. It's kind of like your HubSpot chat, but with video. Just curious how you guys handle inbound right now, or if you're more focused on outbound?"
45,Prospect,"Uh.. I mean, yeah, we, we do a ton of inbound. I.. I would say about 90% inbound. We are moving towards outbound. Uh.. that is kind of part of the plan for 2023, but.. uh.. yeah, If I were to put a percentage, I would say about 90% inbound."
45,SDR,"Wow. Well, that's great. And so I guess your team is fielding these leads, right?"
45,Prospect,"Uh.. I'm sorry, what was that?"
45,SDR,Your team is fielding the inbound leads.
45,Prospect,"Correct, yeah."
45,SDR,"That's great. So you guys have, I mean, are you using HubSpot? I see a HubSpot chat. Do you just have like a form that you guys follow up on as well when they come in?"
45,Prospect,"Uh huh.. Yeah.. So we utilize HubSpot and when, I mean, yeah, there's uh.. we have the chatbot and when they complete a form, then.. it'll go to one of our SDRs. Uh.. It'll round robin to one of the SDRs nicely. We recently.. we implemented ZoomInfo, so now we can see who submitted a form, when they submitted it, if they ever abandon a form fill, as well as any website visits."
45,SDR,"Wow, nice. That's awesome. And do you get additional company information as well?"
45,Prospect,We're getting that kind of data now. But can you uh.. send me over any documentation that you have? Because that product does sound uh.. intriguing.
45,SDR,"Well, I can do you one better. If you have an extra 30 seconds right now and you go to servicebell.com, I can call you and show you in, real-time and it will save you the time of the email and everything. And me."
45,Prospect,Okay. So going to service bell. That’s B-E-L-L dot com. Yeah?
46,Prospect,This is Colin. How can I help you?
46,SDR,"Colin, hey, it's Jesse. I'm calling from Podium. We haven't spoken before but David sent me your way. Came across your guys name through some work I'm doing in the area. I was just wondering if you had a minute."
46,Prospect,Um.. You said you're from Podium?
46,SDR,Yeah. Sounds like you may or may not have heard of us before.
46,Prospect,"You guys are a software company, right? You do lead conversions?"
46,SDR,"Yeah. Yeah, I guess to sum it up in a word, mostly foot traffic to stores. Most of our customers do that either through reviews, web chat, or lead conversion. One of the three. I was mostly curious to see, I mean, it sounds to me, you guys, just from the tone of your voice, you probably already have something in place for that."
46,Prospect,"We do. And I think somebody from Podium called me last week to discuss this as well. And I believe, I gave him my email address and asked him to send me some info just in case anything came around. But uh.. yeah, we’re pretty covered on that, at the moment. But I can give you my email again."
46,SDR,"Well, Colin, I appreciate you telling me. I'm sorry if we're giving off a bad impression by calling you again. I did not know that. But um.. I'd be more than happy to grab your email real quick. What's a good email I can reach you at?"
46,Prospect,It’s my first name at company name dot com.
46,SDR,"Awesome. Well, Colin, the last thing I want to do is be disrespectful. It sounds like you already spoke with us. You made your point clear. Um.. personally, the reason I wanted the call, I wanted to learn more about what you were doing. Is it appropriate for me to ask what you guys have been using right now, uh.. for Google reviews, for instance? Is that more of an in-house thing, or do you use more of a third party?"
46,Prospect,"For our Google reviews, um.. we.. truthfully, uh.. we don't do a lot with it. Um.. it was more of a conscious decision than anything else to do that, though. Um.. I believe before I started here, they hadn't been doing much.. with those Google reviews.. uh.. outside of, uh.. you know, recommending that folks send over those Google reviews, because we have a, you know, pretty stellar rating on there. Um.. but when it comes to.. uh.. you know, actually responding to those reviews. It's not uh.. it’s not something they did before I showed up here. And I was advised not to do anything with it."
46,SDR,"Okay, it sounds like, it's probably not the main way you guys are driving foot traffic to your store."
46,Prospect,It is not.
46,SDR,"Okay, well, let me.. Let me just ask you this before I get off the phone, Colin. Um.. it sounds like you clearly value the star rating you have. Uh.. not sure if you're very familiar, with the way Podium works, but I wanted to ask, um.. what's your opinion on having a system that automatically logs people into the Google accounts to make that process faster? A lot of my dealers have found issues using other software just because it's kind of a hassle getting people to actually fill out those reviews."
46,Prospect,"Uh.. I'll be honest with you, I haven't heard of many issues when it came to, uh.. our customers getting a way to submit those Google reviews. At this point, it's been pretty straightforward. Um.. most people who don't leave us with Google reviews are uh.. typically just older folks who, you know, are not thrilled with technology in general."
46,SDR,"Okay. All right, Colin. Well, I'll try to earn your respect here with one last try. Uh.. you know, it sounds like the first thing that came to mind, when you heard of us was lead conversion. Um.. what's your opinion on having an AI step in when your BDC people, maybe don't have the bandwidth to reach those online leads, or maybe for like after-hours leads, for instance. Do you see that being valuable, to carve out 15 minutes, maybe just to put it in front of you? Kind of a low-pressure demo, just to kind of educate you a little bit more on it?"
46,Prospect,"To be honest with you, at this time, uh.. probably not. Um.. the reason for that is because the sales staff that we have at the moment, they're, they all have over ten or 15 years of experience, so they all have a pretty steady system that they use to find success, when it comes to, uh.. follow up on the leads. Um.. current in-house process, for like after-hour leads, for example, you know, we let them know we're currently closed, but that somebody will reach out when, uh.. when we return to the office next morning. On days that we're off, including like Sundays, um.. we have someone who is dedicated to, uh.. answering those Sunday leads specifically. So, um.. And then we cover those tracks on the, uh.. following workday."
46,SDR,"Okay. All right, Colin, I'll let you go here. One last question. Um.. again, this is just mostly from my experience. I noticed that a lot of dealers where they see the value with Podium comes through the, um.. kind of the, uh.. quality of the leads. They've noticed that a lot of third-party leads, a lot of web chat leads. At first glance, it's hard to tell exactly what kind of quality they are. And so they're wasting a lot of time with people who don't leave contact info, um.. you know, aren't.. aren't willing to come in for uh.. a demo, whereas these salespeople could probably be spending their time elsewhere. Um.. is that an issue you're running into at all, or is that not the case?"
46,Prospect,"Uh.. Truthfully, that is not the case. We've been, uh.. we've been pretty good when it comes to, uh.. weeding out the quality leads from the, uh.. non-quality lead. Um.. you know, we've got all of our team that works together on, uh.. handling those. Uh.. those inquiries, and uh.. it's been a really good system to this point. Yeah. Truthfully, I don't, uh.. I don't have much of a, uh.. concern with that in, uh.. in our current process."
46,SDR,"Okay, well, good. You know, keep us in your back pocket, then. I'll shoot you an email. Again, I appreciate your time and, um.. yeah, maybe, maybe down the road something could work out."
46,Prospect,"Absolutely. I, uh.. I appreciate the call."
47,SDR,"Hey, is this Dustin?"
47,Prospect,It is.
47,SDR,"Hey, Dustin, this is Abe. Are you the person who deals with the travel at your firm, or is that someone else, like, booking hotels, that type of stuff?"
47,Prospect,"We’re really.. we're a small company, and so we just, kind of all take care of it on our own and submit expenses, reports and that's about it."
47,SDR,Gotcha. Sounds like you guys kind of take care of it on your own. It's pretty much covered.
47,Prospect,"We do. Yes, sir."
47,SDR,"Gotcha. Would you mind me asking, like, you know, how many people are actually traveling or maybe like an annual spend, like just a ballpark number?"
47,Prospect,"I mean, we don't have any that travel on a regular basis. Like, we just hit up, like, conferences and, you know, random meetings here and there, but.. but not a whole bunch. You know, if I had to guess, I don't know, a couple hundred thousand dollars, something like that."
47,SDR,"Gotcha. I mean, listen, I'll tell you what, the reason why I ask is because that definitely is a pretty good, like, a sweet spot for us. And we've been doing corporate travel for almost a decade now, and we've kind of been coming across the same issues, especially with businesses of your size, where they spend like a couple hundred thousand dollars, you know, and they don't really, like, nobody knows how much they're spending, you know, they don't actually have anyone in the office specifically dealing with it, who actually knows how to optimize travel. So, like, I know you said you guys are kind of doing it on your own, but do you actually have, like, a dedicated person at the office who would, like, handle those bookings for you guys?"
47,Prospect,"No.. no, you know, we've got a few assistants across the organization that help us occasionally, or, or we just book it on our own, one or the other. You know, I've worked in organizations where we've had a travel person to help us out and more.. more strict guidelines on, you know, use this book here, etcetera, and that's just not what we do here."
47,SDR,"Gotcha. That definitely makes sense. And I know that, you know, businesses that don't have someone specifically with travel experience, like you guys, where it's kind of like assistance, you know, they usually do end up obviously overspending on travel. And without even realizing, just because you're not really strategizing, you're not comparing prices, it's kind of just like, book the first flight, book the first hotel. So, I mean, I know our clients that have, just by switching over to us as a travel agent, they've saved almost 60% on travel. You know, just by comparing options, kind of having someone there to strategize. Um.. and that's really where we come in. We're like your CTO, kind of like a Chief Travel Officer. I know it sounds a little cheesy, but really, every one of our clients has, like, a dedicated account manager. You know, who kind of know how to fully optimize travel, has experience with this stuff. We have 24/7 support. I guess I'll ask you like this, and you tell me if this makes sense. Would you be opposed to kind of putting 15-20 minutes on the calendar, just so I could, you know, show you how it works? You could kind of decide then, if it's still not something you'd be open to."
47,Prospect,"Um.. I will be honest. I'm working towards a board meeting next week, and I have zero time for something like this. What I can do, is I, uh.. I'll ask my. I'll ask my assistant, who's been here much longer than I have, if they've ever considered something like it. And uh.. if they're open to it, then I can have them call you."
47,SDR,"Yeah, that would be great, I guess. Yeah, for sure. I know that when I kind of let you go, I'm probably never going to hear back from you again. Just being straight over here. I mean, like, I don't.. I don't want to, like, pressure, but if you have, like, 10-15 minutes, even if we could just put something on the calendar this way, we could even have your assistant join that call and take a look at it and see. I could send you this stuff to your email. You know, if you talk to her, and then she's like, no, we've done this before. No interest in speaking about it. You could cancel the meeting, but just to kind of, like, get something there so we have it, you know, if you're open to it."
47,Prospect,"No, I'll be honest. I'll save your time and my time both. It's kind of a dead end over here. We’re kind of a old school operation."
47,SDR,"All right. I got you. All right. Thank you so much, Dustin. I really appreciate you taking the time and listening."
47,Prospect,"Yeah, sure."
48,Prospect,Hello?
48,SDR,"Hi, is this Paul?"
48,Prospect,Who's calling?
48,SDR,"Hey, it's Abe. I just got off the phone with Asher. He told me to give you a call."
48,Prospect,Okay.
48,SDR,"You handle like, the patent side of things at the firm?"
48,Prospect,Right.
48,SDR,"Got it. So I wasn't 100% sure, but you deal also with like, the international side of things. Meaning like after the PCT stage?"
48,Prospect,"Yeah, I mean, anything we.. In fact, most of my clients are foreign clients."
48,SDR,"Got it. So, I mean, not to like, mislead you or anything, but this is like a cold call, but I’m calling you for a reason."
48,Prospect,"Yeah, okay. I always answer kind of abruptly because I get so many spam calls."
48,SDR,"Oh, yes, of course. Trust me, I know. Believe me. Basically the reason for the call is because I'm from Fairview IP Advisory. So we've actually been supporting IP firms for a very long time. And every lawyer that we talk to, paralegal, they kind of hate dealing with that side of things. The foreign filing, making sure the translations are good, trying to deal with the different time zones, deadlines, that kind of stuff. So obviously, that gives them less time to do the things that actually makes them money. So that's kind of where we come in. So we've been working with IP firms for almost 30 years to kind of take care of literally everything, foreign filing. I was just curious, like, so do you guys.. it sounds like you're doing that all on your own."
48,Prospect,"Yeah, I mean, we have some outside help that we utilize, but yeah, most of it's on our own."
48,SDR,"Sure. So you guys like, have relationships with, with foreign attorneys in all the countries, or at least, I guess, all the countries that you generally work with?"
48,Prospect,"Yeah, I would say there's not many that we don't have a relationship with."
48,SDR,"Sure, sure. And I guess the only other question I would ask, so in terms of, like, translations and, you know, making sure that the translations are certified, that you're not getting overcharged for your clients, do you guys have anything in place to make sure, you know, that’s all going smooth?"
48,Prospect,"Um.. Yeah, I mean, we've never really had a problem. All incoming stuff is already translated for the most part."
48,SDR,Sure.
48,Prospect,"So outgoing, uh.. I mean, it's not a huge quantity of it, so it's typically not an issue."
48,SDR,"Got it. Got it. So I guess my only other question before I let you go, would you be open to kind of hearing, you know, an alternate way to see, you know, if you could save time, save some money for your clients, would that be something you'd be open to?"
48,Prospect,"Um.. Probably not. I mean, I'm not sure. I mean.. like I said, we don't have a ton of incoming all the time and outgoing. It's not a whole heck of a lot of it.. I mean, there is stuff, but we never really have had a problem in the past."
48,SDR,"Sure. Um.. Okay. I mean, so, I guess, Would it be valuable for you to have, you know, kind of like a one push button type of thing for when those do come up, and then you could or at least, you know, hear about it, see if it's something that could help you?"
48,Prospect,"Yeah, I mean, we don't mind listening, that's for sure."
48,SDR,"Okay. So I guess, you know, obviously I don't want to kind of, you know, take up too much of your time, especially if it's not something that you're super, you know, you don't know tons about. Do you have, like, maybe ten minutes sometime? I'm trying to say, let's say tomorrow or Wednesday that I could get on the phone and just have someone actually explain it to you a little bit better."
48,Prospect,"Yeah, I mean, Wednesday is not good. Friday I'm working from home, so.. uh.. should be okay Friday."
49,SDR,Hey Daniel?
49,Prospect,Yes.
49,SDR,"Hey Daniel. You do patents, right?"
49,Prospect,I do. Who am I talking to?
49,SDR,This is Abe with Fairview IP. Do you guys deal with the international side of things also? Or you just stay in the US?
49,Prospect,"No, we can handle international as well."
49,SDR,"Got it. The reason I ask is um.. because, as I said, I'm from Fairview IP, so we've actually been supporting IP firms for over 30 years. And I'm sure you know this better than I do. I mean, every IP lawyer literally hates dealing with kind of the foreign filing side of things. You know, making sure the translations are good quality, trying to deal with the different time zones, get in touch with ten different attorneys in ten different regions. So that's kind of where we come in. We take care of literally everything foreign filing. Plus, we're ISO certified in translation, so you don't have to, you know, kind of sacrifice on that either. I guess, that being said, the real reason for the call, I just wanted to ask if you were maybe available to get on a quick call with someone, you know, that actually knows what they're talking about in terms of IP. You know, someone that would know a little bit more than I would. Um.. I guess. Would you be available to talk sometime next week? I know Monday's President’s Day, but I guess maybe either Tuesday or Wednesday. Would that work for you?"
49,Prospect,"I guess it kind of depends what I'm.. what I'm talking about. I mean, we have.. um.. where most of our foreign filings go, we have pretty good relationships with firms already, that handle the foreign filings, where.. where our clients want to go."
49,SDR,Sure.
49,Prospect,"So I.. uh.. and I'll be honest with you, I can't imagine that something that you guys would say is going to make me shift to an organization that's not a law firm. That is, I guess, going to shop it or going to do something. I mean, because we, truthfully, I mean, we, with the clients where we go, and being in Florida, and where I know our clients, want foreign filings. We have good relationships with firms already, that we're pretty happy with. I mean, so I don't know that it would be a worthwhile phone call for anybody."
49,SDR,"Sure. I definitely hear that. I guess the only thing I would ask, it sounds like you kind of have everything covered, um.. in terms of the foreign filing side of things. I guess.. I guess in terms of like, the translation quality, do you guys have any approach where, you know, you kind of know that the translations themselves are really top notch and that, uh.. you're not overcharging your clients."
49,Prospect,"No, the.. uh.. the translation would be a.. would be a different side of it."
49,SDR,Got it. Yeah.
49,Prospect,"So, if you guys.. um.. If we want to focus on a translation service, then.. then that might be worth a phone call."
49,SDR,"Sure. Okay. So. So, yeah, I mean, listen, we definitely do handle the filings and everything, but the translations are really what makes us stand above the other service providers, really, where we.. We use AI to kind of, you know, speed up the process, make sure that everything is quality through actual efforts. Human. So if you do the process, we keep the quality in place. So I guess if that's something that you'd be open to talking about, maybe next Tuesday. I can definitely have someone. You know, it would take, like, 10-15 minutes."
49,Prospect,All right. Tuesday works.
49,Prospect,Hello?
49,SDR,"Hi, is this Jacob?"
49,Prospect,"Yes, it is."
49,SDR,"Great. You are the owner, correct?"
49,Prospect,Yes.
49,SDR,"Okay. My name is Kirsten I'm calling with ClockShark. Um.. so we provide timekeeping automation software for construction. It helps, uh.. maximize field productivity and increase the time your remote employees spend at the job site by 10 to 15%. Um.. do you guys currently have a way to reduce nonproductive time and get accurate visibility into where those remote labor hours are being spent?"
49,Prospect,"Uh.. I believe we do. I don't get into the.. the operation side too much anymore, but I would believe they do okay."
49,SDR,Okay. Um.. would like an operations manager maybe be better to speak with?
49,Prospect,"Yeah so, um.. give me.. give me one more.. uh.. what.. what is exactly that your software does?"
49,SDR,"Um.. so we eliminate the need for field employees to manually indicate when they arrive at the job site and select the proper job code. So we use a GPS to track crew locations, and that GPS automatically allocates the daily hours to the proper job and activity codes. So I know a lot of companies, they have GPS's on the trucks, um.. you know, just to track crew locations, but then they're using usually T-Sheets or QuickBooks Time. Um.. and a lot of companies aren't aware that they can have this all-in-one. And it does integrate into most leading payroll systems, so that you guys can, um.. run payroll quickly as well."
49,Prospect,"Alright. So one of the problems I would see with that is.. so we.. uh.. our guys, actually, they meet at a meet and spot, different spots. And, uh.. then they.. they drive to the sites together as a group, and then they go back to that meet spot. So they.. they change all the time. How would that work in this system?"
49,SDR,"Um.. so you said they get out of one truck and all go into another truck? They'll meet at, like, a location?"
49,Prospect,"Yeah. They're meeting at different locations in the morning. Right. So, like, they're going to Rhode Island. We’ll say, we’re going to Rhode Island. We’re in mass. They're going to meet at a different location. If they go on the South shore, they kind of change their meeting spot every morning to, uh.. to minimize their drive time, we'll call it."
49,SDR,Right. And are they meeting in work trucks or their personal trucks?
49,Prospect,"So they drive their personal trucks to the meeting spot, and then from that point, then they drive to the site, together."
49,SDR,"Okay. Right. So, um.. I'm sure that would be more of, um.. our co-founder. His name is Rob. Um.. that would be more of his expertise and questions. I don't want to give you any false information. Would you mind if, um.. he gave you a team’s call, um.. just to discuss this more and answer any of those additional questions?"
49,Prospect,"I’m about to jump on a call in about three minutes here. So not now, but definitely we could we could set something up."
49,SDR,"Yeah, absolutely. I was, um.. hoping maybe, uh.. maybe early next week?"
49,Prospect,Sure
49,SDR,"Okay. Now, how many crews and people do you guys usually have in the field?"
49,Prospect,"Oh.. I don't know, 30 to 50.."
49,SDR,"Okay. And, uh.. does morning or afternoon tend to work better for you?"
49,Prospect,"Um.. next week, so give me one second. That’s first week of August. Uh.. so I have a board meeting on Tuesday.. Monday is gonna be working towards the board.. so I wouldn't be able to do anything till like, the Thursday or Friday."
49,SDR,"Okay. I can do the Thursday, um.. I have morning or afternoon?"
49,Prospect,Uh.. I have this thing between 9 and 11. So I would have to do the afternoon.
49,SDR,"Okay. I have, uh.. two o'clock if that would be okay?"
49,Prospect,Yup. Two will work.
49,SDR,"Okay. So I have an email for you, is it your first name at company dot com?"
49,Prospect,You got it.
49,SDR,"All right. Perfect. you'll receive that team link through that email as well. And again, um.. that's with our co-founder. His name is Rob. And that's next Thursday, August third at two o’clock. And I am going to put in, um.. in my notes, Uh.. the question that you had, just so he is prepared, to have that answer for you as well."
49,Prospect,Sounds good.
49,SDR,Alright. I hope you have a good rest of your day.
49,Prospect,You too. Thank you. Bye
50,Prospect,This is James.
50,SDR,"Hey, James, this is Jasper. Uh.. please don't hate me. This is a cold call. If you have two minutes, I think you'll like what I have for you."
50,Prospect,Okay. What you got?
50,SDR,"Awesome. Um.. so, I'm with a company called Advanced Selling Systems. We're actually an AI marketing agency that helps door-to-door solar companies recruit more sales reps. Um.. you work for Vivint, right?"
50,Prospect,Yes. Correct.
50,SDR,"Cool. Awesome. Y'all do, uh.. y’all do door to door?"
50,Prospect,"Uh.. yes, sadly. Yeah."
50,SDR,"Um.. it's funny, I actually used to do door-to-door solar back a few years ago. Um.. I kind of felt the same way. But it's really good money, so you can't beat that."
50,Prospect,"Yeah, absolutely."
50,SDR,"Definitely. So yeah, we actually use a combo of Facebook ads, and then we also have an AI chatbot that we've built out for solar companies. And so the Facebook ads get the leads, and then the AI chatbot is what gets them to book onto your calendar so that they can, you know, potential reps can learn more about, like, selling with you guys. Um.. and so, we've worked with a lot of big companies, um.. we've worked with other offices of Vivint, actually. Um.. we've worked with Sunrun, um.. Empower, just some different big companies, and so, um.. we help them get on average, between three to five new sales reps per month, and that's like per company that we work with. So um.. do y’all recruit reps kind of in a similar fashion?"
50,Prospect,"Yeah probably all the same stuff that you've seen before. Um.. I mean, yeah, recruiting’s everything in the door-to-door industry. I'm sure you know, there's a high turnover rate, so.. yeah, I know I'm always looking for new reps. Usually you know, going to college campuses and things like that. But, um.. so two to three per month, is it more local, or is it more, uh.. I guess, like, college-based?"
50,SDR,"No, so it’s actually three to five, um.. new sales reps per month. And yeah, so we actually kind of take advantage, like you were saying, you go to college campuses. Um.. but we kind of replace that with Facebook ads. So you can actually do highly targeted Facebook ads. And, yeah, that is one of our methods, actually, is we run those targeted Facebook ads on college campuses. So everybody’s seeing your ad as a college student. We found that's usually the demographic of people that you're looking to recruit. Um.. and so that's part of what we do, and then the AI chatbot, like I was saying, it’s kind of what follows up with those people for you, and gets them to book, um.. to hear more about what you guys have to offer. But, uh.. yeah, I mean, if your business is similar to the other solar companies that we've worked with, we can definitely do the same for you guys. Um.. it'd be a lot easier to show you what we offer than to tell you about it, just because there's kind of some different moving pieces to it and things like that. But would you be up for, like a 30-minute Zoom call for sometime tomorrow?"
50,Prospect,"Um.. yeah.. one second. Yeah, so afternoon works. Uh.. around two would be okay."
51,SDR,Hi am I reaching the owner of Dallas body contouring?
51,Prospect,Yes.
51,SDR,"Great. So, I'm gonna be honest with you this is a cold call, uh.. so I do have something to pitch to your business. Would you like to hang up now or give me 30 seconds and then you can decide."
51,Prospect,Does this have to do with injectables or something?
51,SDR,"No, no, basically, I checked out your listing on Google, uh, and I saw that you do body sculpting. Is that right?"
51,Prospect,Yes.
51,SDR,"Yeah, so we essentially help uh Medspas with their client acquisition, umm.. so hypothetically, if you'd work with us, we actually handle your entire advertising and appointment setting process, uh so we get you at least 15 prepaid Body Sculpting appointments in your calendar every month or your money back that's our guarantee. So we have essentially uh appointment Setters, uh.. a Team of appointment Setters do the job for you. Does that sound like a fair deal?"
51,Prospect,"Uhm.. I actually handle all of that on my own, for right now, but if I'm ever looking for like a team to expand.. uh.. definitely. But right now I think, I'm okay."
51,SDR,"Okay, um yeah, I mean it's just kind of a service to get, you know, some time off your plate because, uh, yeah, you know, for Med Spas, it's a big thing, like calling the leads, or you know, handling the inquiries and stuff like that."
51,Prospect,What is your company called?
51,SDR,"So we're called inclinerconsulting.com, um yeah, so yeah, like I said, we run your ads, and then um get you a lot of leads from those ads. and then have a team call them and book them into your calendar with Prepaid deposit. so yeah it's basically just guaranteed appointments."
51,Prospect,"Yeah, we're good. We don't need that. Thanks, bye."
52,SDR,Hi am I reaching the owner of Dallas body contouring?
52,Prospect,Yes.
52,SDR,"Great. So, I'm gonna be honest with you this is a cold call, uh.. so I do have something to pitch to your business. Would you like to hang up now or give me 30 seconds and then you can decide."
52,Prospect,Does this have to do with injectables or something?
52,SDR,"No, no, basically, I checked out your listing on Google, uh, and I saw that you do body sculpting. Is that right?"
52,Prospect,Yes.
52,SDR,"Yeah, so we essentially help uh Medspas with their client acquisition, umm.. so hypothetically, if you'd work with us, we actually handle your entire advertising and appointment setting process, uh so we get you at least 15 prepaid Body Sculpting appointments in your calendar every month or your money back that's our guarantee. So we have essentially uh appointment Setters, uh.. a Team of appointment Setters do the job for you. Does that sound like a fair deal?"
52,Prospect,"Uhm.. I actually handle all of that on my own, for right now, but if I'm ever looking for like a team to expand.. uh.. definitely. But right now I think, I'm okay."
52,SDR,"Okay, um yeah, I mean it's just kind of a service to get, you know, some time off your plate because, uh, yeah, you know, for Med Spas, it's a big thing, like calling the leads, or you know, handling the inquiries and stuff like that."
52,Prospect,What is your company called?
52,SDR,"So we're called inclinerconsulting.com, um yeah, so yeah, like I said, we run your ads, and then um get you a lot of leads from those ads. and then have a team call them and book them into your calendar with Prepaid deposit. so yeah it's basically just guaranteed appointments."
52,Prospect,"Yeah, we're good. We don't need that. Thanks, bye."
53,SDR,"Hey, is this Justin?"
53,Prospect,Yes. Who's this?
53,SDR,"Hi Justin, this is Alicia from Remotiv. Do you have a moment to chat?"
53,Prospect,Is this a cold call?
53,SDR,"Yes, it is. Well, I wanted to talk to you because we specialize in helping companies like yours accelerate their sales through fully managed remote sales teams, and I thought it could be a good fit for your team."
53,Prospect,Where did you get my number from?
53,SDR,uh.. I got it from your website.
53,Prospect,Don't lie to me. My number's not listed on our website.
53,SDR,"I'm sorry, I actually got it from the internet."
53,Prospect,Where exactly on the internet? Because I'm pretty sure I haven't posted my number anywhere online.
53,SDR,"Actually, I got it from this website called Rocketreach. It's like a public database with contact details of US companies and executives."
53,Prospect,You mean my number is publicly available?
53,SDR,Yes.. kind of.
53,Prospect,"Well, I would like you to remove my number from your database right away."
53,SDR,"It's not ‘our' database, Justin. It's a third party website and you'll have to talk to them directly to have your info removed. But I'd be happy to help you out. If you want, I can email you all their details and then you can take it from there."
53,Prospect,Sure. I'd appreciate that.
53,SDR,"Alright. And hey, while I have you here, Justin, would you mind if I ask you a couple of questions? I'll be quick, promise."
53,Prospect,"Look, I don't usually take sales calls but, alright, I'll hear you out. Go ahead, shoot."
